Candidate Ref,DOJ Extended,D-DOJ Extended ,Duration to accept offer,Notice period,Offered band,E0,E1,E2,E3,E4,E5,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,D-Joining Bonus,Candidate relocate actual,Gender,Candidate Source,D-Agency,D-Employee Referral,Rex in Yrs,LOB,D-Sales,D-Healthcare,D-Infra,D-AXON,Location,D-Bangalore,D-Chennai,D-Mumbai,D-Delhi NCR,D-Hyderabad,Age,Status,D-Joining
2283717,No,0,,0,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,4,INFRA,0,0,1,0,Bangalore,1,0,0,0,0,34,Joined,1
2283723,No,0,,60,E2,0,0,1,0,0,0,30.09,29.52,-0.43,No,0,No,Male,Employee Referral,0,1,7,ETS,0,0,0,0,Chennai,0,1,0,0,0,32,Not Joined,0
2283727,No,0,,0,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,4,INFRA,0,0,1,0,Bangalore,1,0,0,0,0,26,Joined,1
2283736,No,0,,0,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,4,INFRA,0,0,1,0,Bangalore,1,0,0,0,0,35,Joined,1
2283737,No,0,0,75,E2,0,0,1,0,0,0,4.22,4.22,0,No,0,Yes,Male,Direct,0,0,3,INFRA,0,0,1,0,Noida,0,0,0,1,0,25,Joined,1
2283742,No,0,,0,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,4,INFRA,0,0,1,0,Bangalore,1,0,0,0,0,29,Joined,1
2283758,No,0,24,30,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,3,INFRA,0,0,1,0,Hyderabad,0,0,0,0,1,29,Joined,1
2283764,No,0,,30,E2,0,0,1,0,0,0,13.86,17.47,3.17,No,0,No,Female,Employee Referral,0,1,7,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,30,Not Joined,0
2283771,No,0,7,30,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,5,EAS,0,0,0,0,Bangalore,1,0,0,0,0,33,Joined,1
2283792,No,0,0,30,E1,0,1,0,0,0,0,65.74,,,No,0,No,Male,Direct,0,0,1,INFRA,0,0,1,0,Noida,0,0,0,1,0,27,Not Joined,0
2283806,No,0,6,30,E1,0,1,0,0,0,0,44.93,26.81,-12.5,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,27,Joined,1
2283809,No,0,1,30,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,30,Joined,1
2283811,Yes,1,,45,E5,0,0,0,0,0,1,7.14,7.14,0,No,0,Yes,Male,Direct,0,0,14,EAS,0,0,0,0,Hyderabad,0,0,0,0,1,39,Joined,1
2283813,No,0,1,30,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,25,Joined,1
2283817,No,0,4,30,E3,0,0,0,1,0,0,,,,No,0,Yes,Male,Direct,0,0,10,ETS,0,0,0,0,Hyderabad,0,0,0,0,1,32,Joined,1
2283819,No,0,1,90,E1,0,1,0,0,0,0,,,,No,0,No,Female,Direct,0,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,25,Not Joined,0
2283832,No,0,16,30,E1,0,1,0,0,0,0,21.74,21.74,0,No,0,No,Male,Direct,0,0,1,INFRA,0,0,1,0,Noida,0,0,0,1,0,25,Joined,1
2283853,No,0,17,30,E2,0,0,1,0,0,0,21.21,21.21,0,Yes,1,No,Male,Direct,0,0,9,ERS,0,0,0,0,Bangalore,1,0,0,0,0,37,Not Joined,0
2283866,No,0,0,45,E1,0,1,0,0,0,0,,,,No,0,Yes,Female,Direct,0,0,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,30,Joined,1
2283869,No,0,1,30,E3,0,0,0,1,0,0,,,,No,0,Yes,Male,Direct,0,0,10,EAS,0,0,0,0,Bangalore,1,0,0,0,0,34,Joined,1
2283885,No,0,1,0,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,26,Joined,1
2283891,No,0,19,75,E2,0,0,1,0,0,0,,,,No,0,No,Male,Direct,0,0,3,INFRA,0,0,1,0,Chennai,0,1,0,0,0,29,Not Joined,0
2283892,No,0,4,75,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,3,ETS,0,0,0,0,Chennai,0,1,0,0,0,28,Not Joined,0
2283895,No,0,2,0,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,8,EAS,0,0,0,0,Chennai,0,1,0,0,0,41,Joined,1
2283911,No,0,,0,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Employee Referral,0,1,4,INFRA,0,0,1,0,Noida,0,0,0,1,0,30,Joined,1
2283921,Yes,1,12,30,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,2,ERS,0,0,0,0,Bangalore,1,0,0,0,0,27,Joined,1
2283922,No,0,1,60,E3,0,0,0,1,0,0,39.73,39.73,0,No,0,No,Male,Direct,0,0,8,INFRA,0,0,1,0,Pune,0,0,0,0,0,35,Not Joined,0
2283933,Yes,1,13,30,E1,0,1,0,0,0,0,30.08,30.08,0,No,0,No,Female,Direct,0,0,5,ETS,0,0,0,0,Chennai,0,1,0,0,0,29,Joined,1
2283964,No,0,7,45,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,26,Not Joined,0
2283970,No,0,0,75,E2,0,0,1,0,0,0,30.23,33.72,2.68,No,0,Yes,Male,Employee Referral,0,1,7,INFRA,0,0,1,0,Gurgaon,0,0,0,1,0,36,Joined,1
2283972,No,0,1,45,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,5,INFRA,0,0,1,0,Noida,0,0,0,1,0,37,Joined,1
2283973,No,0,6,60,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,6,BFSI,0,0,0,0,Chennai,0,1,0,0,0,29,Joined,1
2284021,Yes,1,33,45,E1,0,1,0,0,0,0,15.38,26.92,10,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,31,Joined,1
2284023,No,0,3,75,E1,0,1,0,0,0,0,52.17,,,No,0,No,Male,Direct,0,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,25,Not Joined,0
2284025,No,0,4,30,E1,0,1,0,0,0,0,87.5,66.67,-11.11,No,0,No,Male,Agency,1,0,2,ERS,0,0,0,0,Bangalore,1,0,0,0,0,26,Joined,1
2284034,No,0,4,30,E2,0,0,1,0,0,0,18.52,-3.33,-18.44,No,0,No,Male,Direct,0,0,9,ERS,0,0,0,0,Chennai,0,1,0,0,0,35,Not Joined,0
2284083,No,0,-1,30,E1,0,1,0,0,0,0,20,32,10,No,0,No,Male,Agency,1,0,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,21,Joined,1
2284085,No,0,24,30,E1,0,1,0,0,0,0,66.67,100,20,No,0,Yes,Male,Direct,0,0,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,23,Joined,1
2284089,No,0,-1,30,E2,0,0,1,0,0,0,25,25,0,No,0,No,Male,Employee Referral,0,1,7,INFRA,0,0,1,0,Noida,0,0,0,1,0,38,Joined,1
2284093,No,0,4,45,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,3,ETS,0,0,0,0,Noida,0,0,0,1,0,27,Joined,1
2284094,No,0,0,0,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,2,INFRA,0,0,1,0,Mumbai,0,0,1,0,0,27,Joined,1
2284110,No,0,2,30,E1,0,1,0,0,0,0,22.45,22.45,0,No,0,No,Female,Direct,0,0,1,INFRA,0,0,1,0,Noida,0,0,0,1,0,24,Joined,1
2284116,Yes,1,0,30,E1,0,1,0,0,0,0,,,,No,0,No,Female,Employee Referral,0,1,1,ERS,0,0,0,0,Chennai,0,1,0,0,0,26,Joined,1
2284124,No,0,22,60,E1,0,1,0,0,0,0,15.38,15.38,0,No,0,No,Male,Direct,0,0,4,AXON,0,0,0,1,Noida,0,0,0,1,0,28,Joined,1
2284135,Yes,1,0,30,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Employee Referral,0,1,2,INFRA,0,0,1,0,Chennai,0,1,0,0,0,25,Joined,1
2284136,Yes,1,68,75,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,6,INFRA,0,0,1,0,Chennai,0,1,0,0,0,28,Joined,1
2284137,Yes,1,4,30,E2,0,0,1,0,0,0,,,,No,0,No,Male,Direct,0,0,7,INFRA,0,0,1,0,Chennai,0,1,0,0,0,38,Joined,1
2284138,No,0,15,90,E1,0,1,0,0,0,0,,96.43,,No,0,No,Male,Direct,0,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,27,Not Joined,0
2284139,No,0,4,60,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,3,INFRA,0,0,1,0,Noida,0,0,0,1,0,27,Joined,1
2284140,No,0,1,30,E2,0,0,1,0,0,0,32.13,32.13,0,No,0,No,Male,Employee Referral,0,1,4,INFRA,0,0,1,0,Noida,0,0,0,1,0,29,Joined,1
2284149,Yes,1,63,75,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,7,INFRA,0,0,1,0,Hyderabad,0,0,0,0,1,34,Joined,1
2284157,No,0,0,0,E2,0,0,1,0,0,0,47.06,47.06,0,No,0,No,Male,Direct,0,0,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,24,Joined,1
2284176,No,0,57,30,E2,0,0,1,0,0,0,33.03,33.03,0,No,0,No,Male,Employee Referral,0,1,8,INFRA,0,0,1,0,Chennai,0,1,0,0,0,34,Not Joined,0
2284179,No,0,0,0,E2,0,0,1,0,0,0,50,40,-6.67,No,0,Yes,Male,Direct,0,0,9,INFRA,0,0,1,0,Noida,0,0,0,1,0,44,Joined,1
2284187,No,0,0,0,E2,0,0,1,0,0,0,37.68,37.68,0,No,0,No,Female,Direct,0,0,1,INFRA,0,0,1,0,Chennai,0,1,0,0,0,38,Joined,1
2284218,No,0,0,0,E1,0,1,0,0,0,0,26.49,37.03,8.33,Yes,1,No,Male,Agency,1,0,3,AXON,0,0,0,1,Bangalore,1,0,0,0,0,28,Joined,1
2284225,No,0,4,0,E1,0,1,0,0,0,0,50,,,No,0,No,Female,Direct,0,0,1,INFRA,0,0,1,0,Chennai,0,1,0,0,0,24,Not Joined,0
2284231,No,0,3,60,E2,0,0,1,0,0,0,53.09,53.09,0,No,0,No,Male,Direct,0,0,4,INFRA,0,0,1,0,Chennai,0,1,0,0,0,40,Joined,1
2284233,No,0,1,75,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,2,ERS,0,0,0,0,Bangalore,1,0,0,0,0,24,Not Joined,0
2284256,No,0,45,60,E2,0,0,1,0,0,0,,,,No,0,No,Male,Employee Referral,0,1,9,ETS,0,0,0,0,Chennai,0,1,0,0,0,30,Joined,1
2284275,No,0,1,30,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,25,Joined,1
2284283,Yes,1,4,60,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,2,AXON,0,0,0,1,Chennai,0,1,0,0,0,31,Joined,1
2284307,No,0,77,45,E2,0,0,1,0,0,0,25,25,0,No,0,No,Female,Direct,0,0,6,ETS,0,0,0,0,Bangalore,1,0,0,0,0,29,Joined,1
2284310,No,0,1,120,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,27,Not Joined,0
2284324,No,0,,75,E1,0,1,0,0,0,0,67.83,,,No,0,No,Male,Direct,0,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,26,Not Joined,0
2284329,Yes,1,32,45,E1,0,1,0,0,0,0,26.09,4.35,-17.24,No,0,Yes,Male,Direct,0,0,3,INFRA,0,0,1,0,Noida,0,0,0,1,0,27,Joined,1
2284332,Yes,1,2,45,E2,0,0,1,0,0,0,30.43,30.43,0,No,0,No,Male,Direct,0,0,10,ERS,0,0,0,0,Bangalore,1,0,0,0,0,36,Joined,1
2284340,Yes,1,61,75,E1,0,1,0,0,0,0,20,20,0,No,0,No,Male,Direct,0,0,2,ERS,0,0,0,0,Chennai,0,1,0,0,0,25,Joined,1
2284343,Yes,1,47,90,E1,0,1,0,0,0,0,,24.41,,No,0,No,Male,Direct,0,0,2,ERS,0,0,0,0,Bangalore,1,0,0,0,0,25,Not Joined,0
2284352,No,0,59,60,E1,0,1,0,0,0,0,42.86,30.95,-8.33,No,0,Yes,Male,Direct,0,0,6,ERS,0,0,0,0,Bangalore,1,0,0,0,0,26,Joined,1
2284354,No,0,1,0,E2,0,0,1,0,0,0,,,,No,0,Yes,Female,Direct,0,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,31,Joined,1
2284365,No,0,0,45,E2,0,0,1,0,0,0,,,,No,0,No,Male,Direct,0,0,3,INFRA,0,0,1,0,Mumbai,0,0,1,0,0,29,Not Joined,0
2284372,No,0,-228,0,E1,0,1,0,0,0,0,35.71,-15.71,-37.89,No,0,No,Male,Direct,0,0,2,ERS,0,0,0,0,Noida,0,0,0,1,0,24,Not Joined,0
2284383,No,0,2,30,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,7,BFSI,0,0,0,0,Mumbai,0,0,1,0,0,29,Joined,1
2284387,Yes,1,80,90,E1,0,1,0,0,0,0,22.81,18.42,-3.57,No,0,Yes,Male,Direct,0,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,28,Joined,1
2284390,No,0,,0,E1,0,1,0,0,0,0,42.86,36.36,-4.55,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,27,Not Joined,0
2284397,Yes,1,52,60,E1,0,1,0,0,0,0,16.88,42.86,22.22,No,0,Yes,Male,Direct,0,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,28,Joined,1
2284401,No,0,0,0,E1,0,1,0,0,0,0,36,-30.4,-48.82,No,0,Yes,Male,Direct,0,0,3,INFRA,0,0,1,0,Ahmedabad,0,0,0,0,0,28,Joined,1
2284402,No,0,,75,E3,0,0,0,1,0,0,41.2,45.35,2.94,No,0,No,Male,Employee Referral,0,1,8,INFRA,0,0,1,0,Hyderabad,0,0,0,0,1,34,Not Joined,0
2284403,No,0,3,90,E2,0,0,1,0,0,0,35.71,42.86,5.26,No,0,No,Male,Direct,0,0,8,INFRA,0,0,1,0,Noida,0,0,0,1,0,30,Joined,1
2284406,Yes,1,76,90,E1,0,1,0,0,0,0,41.18,41.18,0,No,0,No,Female,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,26,Joined,1
2284407,Yes,1,9,75,E1,0,1,0,0,0,0,51.11,37.78,-8.82,No,0,No,Male,Direct,0,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,27,Not Joined,0
2284408,No,0,5,0,E1,0,1,0,0,0,0,66.67,30,-22,No,0,Yes,Male,Direct,0,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,29,Joined,1
2284409,No,0,31,30,E3,0,0,0,1,0,0,,,,No,0,No,Male,Direct,0,0,4,INFRA,0,0,1,0,Noida,0,0,0,1,0,27,Joined,1
2284412,No,0,34,45,E1,0,1,0,0,0,0,40,40,0,No,0,Yes,Male,Direct,0,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,29,Joined,1
2284417,No,0,34,45,E1,0,1,0,0,0,0,100,66.67,-16.67,No,0,Yes,Male,Direct,0,0,1,ERS,0,0,0,0,Chennai,0,1,0,0,0,25,Joined,1
2284419,Yes,1,66,90,E1,0,1,0,0,0,0,107.47,76.35,-15,No,0,No,Male,Direct,0,0,2,ERS,0,0,0,0,Chennai,0,1,0,0,0,26,Joined,1
2284420,Yes,1,0,60,E2,0,0,1,0,0,0,40,45,3.57,No,0,No,Male,Direct,0,0,7,INFRA,0,0,1,0,Noida,0,0,0,1,0,32,Not Joined,0
2284424,No,0,1,120,E1,0,1,0,0,0,0,33.33,,,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,26,Not Joined,0
2284427,No,0,0,120,E1,0,1,0,0,0,0,40,,,No,0,No,Male,Direct,0,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,29,Not Joined,0
2284434,No,0,,30,E2,0,0,1,0,0,0,,5.13,,No,0,No,Male,Direct,0,0,7,BFSI,0,0,0,0,Chennai,0,1,0,0,0,30,Not Joined,0
2284443,No,0,19,60,E2,0,0,1,0,0,0,23.66,7.53,-13.04,No,0,No,Male,Direct,0,0,8,ERS,0,0,0,0,Bangalore,1,0,0,0,0,31,Not Joined,0
2284453,No,0,19,90,E2,0,0,1,0,0,0,,,,No,0,No,Male,Direct,0,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,28,Not Joined,0
2284465,No,0,7,60,E2,0,0,1,0,0,0,36.17,36.17,0,No,0,No,Male,Agency,1,0,7,INFRA,0,0,1,0,Noida,0,0,0,1,0,35,Joined,1
2284478,No,0,0,30,E3,0,0,0,1,0,0,40,36.99,-2.15,No,0,No,Male,Direct,0,0,5,INFRA,0,0,1,0,Noida,0,0,0,1,0,42,Joined,1
2284481,No,0,12,30,E2,0,0,1,0,0,0,33.33,33.33,0,No,0,Yes,Male,Direct,0,0,5,INFRA,0,0,1,0,Chennai,0,1,0,0,0,27,Joined,1
2284483,No,0,1,45,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,23,Joined,1
2284491,No,0,3,60,E3,0,0,0,1,0,0,,,,No,0,No,Male,Direct,0,0,7,INFRA,0,0,1,0,Noida,0,0,0,1,0,33,Not Joined,0
2284495,Yes,1,63,75,E1,0,1,0,0,0,0,49.7,49.7,0,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,26,Joined,1
2284500,Yes,1,43,90,E2,0,0,1,0,0,0,,,,No,0,No,Male,Employee Referral,0,1,9,ETS,0,0,0,0,Bangalore,1,0,0,0,0,34,Not Joined,0
2284502,Yes,1,1,90,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Employee Referral,0,1,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,34,Joined,1
2284514,Yes,1,50,60,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,27,Not Joined,0
2284526,Yes,1,14,30,E1,0,1,0,0,0,0,,,,No,0,No,Female,Direct,0,0,7,ERS,0,0,0,0,Chennai,0,1,0,0,0,31,Joined,1
2284527,No,0,47,60,E2,0,0,1,0,0,0,,,,No,0,Yes,Female,Direct,0,0,5,INFRA,0,0,1,0,Chennai,0,1,0,0,0,30,Joined,1
2284532,No,0,4,75,E2,0,0,1,0,0,0,,,,No,0,No,Male,Direct,0,0,8,EAS,0,0,0,0,Hyderabad,0,0,0,0,1,31,Not Joined,0
2284534,No,0,46,75,E2,0,0,1,0,0,0,,44.74,,No,0,No,Male,Direct,0,0,7,ERS,0,0,0,0,Chennai,0,1,0,0,0,31,Not Joined,0
2284548,No,0,0,90,E2,0,0,1,0,0,0,26.51,23.95,-2.02,No,0,No,Male,Direct,0,0,8,INFRA,0,0,1,0,Noida,0,0,0,1,0,31,Joined,1
2284561,Yes,1,1,45,E2,0,0,1,0,0,0,130.41,47.47,-36,No,0,Yes,Male,Direct,0,0,4,INFRA,0,0,1,0,Noida,0,0,0,1,0,31,Joined,1
2284563,Yes,1,3,75,E1,0,1,0,0,0,0,,,,No,0,No,Female,Direct,0,0,6,CSMP,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2284565,No,0,1,120,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,3,EAS,0,0,0,0,Bangalore,1,0,0,0,0,27,Not Joined,0
2284571,No,0,1,30,E1,0,1,0,0,0,0,38.89,33.33,-4,No,0,No,Female,Direct,0,0,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,26,Joined,1
2284575,Yes,1,1,60,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,6,INFRA,0,0,1,0,Noida,0,0,0,1,0,29,Joined,1
2284582,No,0,4,30,E2,0,0,1,0,0,0,,,,No,0,No,Male,Direct,0,0,10,BFSI,0,0,0,0,Chennai,0,1,0,0,0,44,Not Joined,0
2284602,No,0,0,0,E2,0,0,1,0,0,0,28.57,28.57,0,No,0,No,Male,Direct,0,0,8,AXON,0,0,0,1,Noida,0,0,0,1,0,31,Joined,1
2284612,Yes,1,13,30,E1,0,1,0,0,0,0,28.57,28.57,0,No,0,No,Male,Direct,0,0,3,ETS,0,0,0,0,Bangalore,1,0,0,0,0,28,Joined,1
2284613,Yes,1,15,30,E1,0,1,0,0,0,0,44.23,44.23,0,No,0,No,Female,Direct,0,0,4,ETS,0,0,0,0,Bangalore,1,0,0,0,0,30,Joined,1
2284620,Yes,1,49,60,E1,0,1,0,0,0,0,70.85,70.85,0,No,0,No,Male,Direct,0,0,3,ETS,0,0,0,0,Bangalore,1,0,0,0,0,26,Not Joined,0
2284626,Yes,1,61,75,E1,0,1,0,0,0,0,62.5,62.5,0,No,0,No,Female,Direct,0,0,3,ETS,0,0,0,0,Bangalore,1,0,0,0,0,27,Joined,1
2284631,Yes,1,3,30,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,3,EAS,0,0,0,0,Chennai,0,1,0,0,0,29,Joined,1
2284642,No,0,,30,E1,0,1,0,0,0,0,50,-2.5,-35,No,0,No,Male,Employee Referral,0,1,2,ERS,0,0,0,0,Noida,0,0,0,1,0,26,Not Joined,0
2284646,No,0,0,0,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,4,ETS,0,0,0,0,Chennai,0,1,0,0,0,28,Joined,1
2284652,Yes,1,4,75,E2,0,0,1,0,0,0,23.29,23.29,0,No,0,No,Male,Direct,0,0,5,AXON,0,0,0,1,Bangalore,1,0,0,0,0,28,Not Joined,0
2284654,Yes,1,2,30,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,4,CSMP,0,0,0,0,Noida,0,0,0,1,0,26,Joined,1
2284658,Yes,1,31,60,E1,0,1,0,0,0,0,66.67,38.89,-16.67,No,0,No,Male,Employee Referral,0,1,9,AXON,0,0,0,1,Noida,0,0,0,1,0,31,Joined,1
2284692,Yes,1,,30,E1,0,1,0,0,0,0,87.5,,,No,0,No,Male,Direct,0,0,3,ETS,0,0,0,0,Bangalore,1,0,0,0,0,26,Not Joined,0
2284698,Yes,1,56,60,E1,0,1,0,0,0,0,55.37,69.49,9.09,No,0,No,Male,Direct,0,0,2,ETS,0,0,0,0,Bangalore,1,0,0,0,0,27,Joined,1
2284701,No,0,,30,E3,0,0,0,1,0,0,,15.71,,No,0,No,Male,Direct,0,0,14,ERS,0,0,0,0,Chennai,0,1,0,0,0,39,Not Joined,0
2284714,Yes,1,45,60,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,3,CSMP,0,0,0,0,Noida,0,0,0,1,0,28,Joined,1
2284725,Yes,1,4,30,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,4,CSMP,0,0,0,0,Noida,0,0,0,1,0,29,Joined,1
2284732,Yes,1,101,120,E1,0,1,0,0,0,0,,,,No,0,Yes,Male,Direct,0,0,5,CSMP,0,0,0,0,Noida,0,0,0,1,0,35,Joined,1
2284733,Yes,1,4,30,E1,0,1,0,0,0,0,,,,No,0,No,Female,Direct,0,0,6,CSMP,0,0,0,0,Noida,0,0,0,1,0,30,Not Joined,0
2284745,No,0,,30,E1,0,1,0,0,0,0,,,,No,0,No,Male,Direct,0,0,0,SALES,1,0,0,0,Noida,0,0,0,1,0,22,Not Joined,0
2284757,No,0,30,45,E2,0,0,1,0,0,0,,,,No,0,Yes,Male,Direct,0,0,5,INFRA,0,0,1,0,Chennai,0,1,0,0,0,28,Joined,1
2284759,No,0,114,75,E1,0,1,0,0,0,0,75,75,0,No,0,No,Male,Agency,1,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,27,Not Joined,0
2284769,No,0,57,60,E2,0,0,1,0,0,0,11.11,-9.26,-18.33,No,0,No,Female,Employee Referral,0,1,9,BFSI,0,0,0,0,Chennai,0,1,0,0,0,33,Joined,1
2284796,No,0,27,120,E1,0,1,0,0,0,0,33.93,17.19,-12.5,No,0,Yes,Male,Direct,0,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,28,Joined,1
2284798,Yes,1,75,90,E1,0,1,0,0,0,0,14.58,20.83,5.45,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,30,Not Joined,0
2284803,No,0,55,60,E2,0,0,1,0,0,0,25,25,0,No,0,No,Male,Direct,0,0,9,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,34,Joined,1
2284842,No,0,1,75,E1,0,1,0,0,0,0,25,,,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Bangalore,1,0,0,0,0,30,Not Joined,0
2284845,No,0,0,120,E1,0,1,0,0,0,0,36.99,,,No,0,No,Male,Direct,0,0,3,ERS,0,0,0,0,Bangalore,1,0,0,0,0,25,Not Joined,0
2284849,No,0,92,120,E1,0,1,0,0,0,0,15.38,15.38,0,No,0,Yes,Male,Direct,0,0,4,ERS,0,0,0,0,Bangalore,1,0,0,0,0,27,Joined,1
2284852,No,0,1,45,E2,0,0,1,0,0,0,94.44,100,2.86,No,0,No,Male,Direct,0,0,4,INFRA,0,0,1,0,Chennai,0,1,0,0,0,25,Not Joined,0
2284855,Yes,1,81,90,E1,0,1,0,0,0,0,57.56,57.56,0,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Bangalore,1,0,0,0,0,31,Joined,1
2284875,No,0,0,0,E1,0,1,0,0,0,0,62.5,37.5,-15.38,No,0,No,Male,Direct,0,0,4,BFSI,0,0,0,0,Gurgaon,0,0,0,1,0,33,Joined,1
2284892,Yes,1,0,30,E1,0,1,0,0,0,0,45.25,45.25,0,No,0,No,Female,Direct,0,0,1,INFRA,0,0,1,0,Chennai,0,1,0,0,0,25,Joined,1
2284913,No,0,15,45,E1,0,1,0,0,0,0,,30.95,,No,0,No,Male,Direct,0,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,26,Not Joined,0
2284921,Yes,1,36,45,E1,0,1,0,0,0,0,16.67,2.67,-12,No,0,Yes,Male,Direct,0,0,5,ERS,0,0,0,0,Bangalore,1,0,0,0,0,29,Joined,1
2284925,Yes,1,31,45,E1,0,1,0,0,0,0,16.79,-1.46,-15.63,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Bangalore,1,0,0,0,0,30,Joined,1
2284927,No,0,,120,E1,0,1,0,0,0,0,16.88,-20,-31.56,No,0,No,Male,Direct,0,0,5,ERS,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2284980,No,0,,0,E2,0,0,1,0,0,0,59.06,59.06,0,No,0,No,Female,Direct,0,0,5,SALES,1,0,0,0,Chennai,0,1,0,0,0,32,Joined,1
2284984,No,0,6,30,E2,0,0,1,0,0,0,20,2.88,-14.27,No,0,Yes,Male,Direct,0,0,8,INFRA,0,0,1,0,Noida,0,0,0,1,0,35,Joined,1
